Player_ID,Player,Team,GP,MIN,FGM,FGA,FGpct,ThreePM,ThreePA,ThreePct,FTM,FTA,FTpct,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,Type
1192,Michael Jordan,CHI,1072,38.3,11.4,22.9,.497,0.5,1.7,.327,6.8,8.2,.835,2.7,2.6,1.6,4.7,6.2,5.3,2.3,0.8,30.1,Career Averages
65950,Wilt Chamberlain,-,1045,45.8,12.1,22.5,.540,0.0,0.0,.000,5.8,11.4,.511,0.0,2.0,0.0,0.0,22.9,4.4,0.0,0.0,30.1,Career Averages
65978,Elgin Baylor,LAL,846,40.0,10.3,23.8,.431,0.0,0.0,.000,6.8,8.7,.780,0.0,3.1,0.0,0.0,13.5,4.3,0.0,0.0,27.4,Career Averages
250,LeBron James *,-,1265,38.4,9.9,19.6,.504,1.5,4.3,.344,5.9,8.0,.734,3.5,1.8,1.2,6.2,7.4,7.4,1.6,0.8,27.1,Career Averages
65953,Jerry West,LAL,932,39.2,9.7,20.4,.474,0.0,0.0,.000,7.7,9.4,.814,0.0,2.6,1.0,2.8,5.8,6.7,2.6,0.7,27.0,Career Averages
34,Kevin Durant *,-,849,36.9,9.2,18.7,.493,1.8,4.9,.381,6.8,7.7,.883,3.1,1.9,0.7,6.3,7.1,4.1,1.1,1.1,27.0,Career Averages
603,Allen Iverson,PHI,914,41.1,9.3,21.8,.425,1.2,3.7,.313,7.0,8.9,.780,3.6,1.9,0.8,2.9,3.7,6.2,2.2,0.2,26.7,Career Averages
65977,Bob Pettit,ATL,792,38.8,9.3,21.3,.436,0.0,0.0,.000,7.8,10.3,.761,0.0,3.2,0.0,0.0,16.2,3.0,0.0,0.0,26.4,Career Averages
4652,George Gervin,-,791,33.5,10.2,19.9,.511,0.1,0.5,.297,5.7,6.8,.844,3.0,2.9,1.5,3.1,4.6,2.8,1.2,0.8,26.2,Career Averages
65962,Oscar Robertson,-,1040,42.2,9.1,18.9,.485,0.0,0.0,.000,7.4,8.8,.838,0.0,2.8,1.0,3.0,7.5,9.5,1.1,0.1,25.7,Career Averages
1598,James Harden *,-,833,34.3,7.4,16.7,.443,2.8,7.7,.363,7.6,8.8,.858,3.7,2.6,0.8,4.6,5.3,6.3,1.6,0.5,25.2,Career Averages
750,Karl Malone,UTA,1476,37.2,9.2,17.8,.516,0.1,0.2,.274,6.6,8.9,.742,3.1,3.1,2.4,7.7,10.1,3.6,1.4,0.8,25.0,Career Averages
613,Kobe Bryant,LAL,1346,36.1,8.7,19.5,.447,1.4,4.1,.329,6.2,7.4,.837,3.0,2.5,1.1,4.1,5.2,4.7,1.4,0.5,25.0,Career Averages
1360,Dominique Wilkins,ATL,1074,35.5,9.3,20.1,.461,0.7,2.1,.319,5.6,6.9,.811,2.5,1.9,2.7,3.9,6.7,2.5,1.3,0.6,24.8,Career Averages
54148,Luka Doncic *,DAL,133,32.8,8.2,18.4,.445,2.5,7.9,.321,5.8,7.9,.737,3.8,2.2,1.2,7.3,8.5,7.3,1.0,0.3,24.7,Career Averages
4629,Kareem Abdul-Jabbar,-,1560,36.8,10.2,18.1,.559,0.0,0.0,.056,4.3,6.0,.721,2.7,3.0,2.4,7.6,11.2,3.6,0.9,2.6,24.6,Career Averages
4617,Larry Bird,BOS,897,38.4,9.6,19.3,.496,0.7,1.9,.376,4.4,5.0,.886,3.1,2.5,2.0,8.0,10.0,6.3,1.7,0.8,24.3,Career Averages
4651,Adrian Dantley,-,955,35.8,8.6,15.8,.540,0.0,0.1,.171,7.2,8.7,.818,2.8,2.7,2.3,3.4,5.7,3.0,1.0,0.2,24.3,Career Averages
65857,Pete Maravich,-,658,37.0,9.4,21.3,.441,0.2,0.3,.667,5.4,6.6,.820,3.7,2.8,1.0,3.3,4.2,5.4,1.4,0.2,24.2,Career Averages
13809,Damian Lillard *,POR,615,36.4,8.0,18.2,.437,2.9,7.7,.373,5.4,6.1,.889,2.8,2.0,0.6,3.6,4.2,6.5,1.0,0.3,24.2,Career Averages
13305,Anthony Davis *,-,528,34.5,8.9,17.3,.515,0.5,1.5,.319,5.7,7.1,.802,1.9,2.4,2.6,7.8,10.4,2.2,1.4,2.4,24.0,Career Averages
49880,Joel Embiid *,PHI,209,30.4,8.0,16.7,.480,1.1,3.6,.319,6.8,8.6,.793,3.5,3.4,2.4,9.0,11.5,3.1,0.8,1.8,24.0,Career Averages
755,Shaquille O'Neal,LAL,1207,34.7,9.4,16.1,.582,0.0,0.0,.045,4.9,9.3,.527,2.7,3.4,3.5,7.4,10.9,2.5,0.6,2.3,23.7,Career Averages
88934,Trae Young *,ATL,141,32.8,7.6,17.8,.428,2.6,7.4,.344,5.8,6.9,.847,4.2,1.7,0.7,3.3,3.9,8.6,1.0,0.2,23.6,Career Averages
452,Carmelo Anthony *,-,1122,35.7,8.4,18.8,.448,1.3,3.7,.349,5.4,6.6,.812,2.6,2.9,1.7,4.8,6.5,2.9,1.0,0.5,23.6,Career Averages
1600,Stephen Curry *,GSW,699,34.3,8.1,17.1,.476,3.6,8.2,.435,3.7,4.0,.906,3.1,2.5,0.7,3.8,4.5,6.6,1.7,0.2,23.5,Career Averages
759,Russell Westbrook *,-,878,34.6,8.2,18.8,.437,1.1,3.7,.305,5.7,7.1,.799,4.1,2.6,1.7,5.4,7.1,8.3,1.7,0.3,23.2,Career Averages
65859,Rick Barry,-,794,36.3,9.1,20.4,.449,1.0,3.1,.330,4.8,5.3,.900,2.5,2.9,0.9,4.3,6.5,5.1,2.0,0.5,23.2,Career Averages
66350,George Mikan,LAL,439,34.4,8.1,20.0,.404,0.0,0.0,.000,7.0,8.9,.782,0.0,4.2,0.0,0.0,13.4,2.8,0.0,0.0,23.1,Career Averages
66196,Paul Arizin,GSW,713,38.4,7.9,18.7,.421,0.0,0.0,.000,7.0,8.7,.810,0.0,3.9,0.0,0.0,8.6,2.3,0.0,0.0,22.8,Career Averages
76937,Donovan Mitchell *,UTA,225,33.8,8.3,18.8,.439,2.4,6.9,.355,3.7,4.5,.824,2.7,2.6,0.7,3.3,4.1,4.0,1.3,0.3,22.7,Career Averages
39311,Karl-Anthony Towns *,MIN,358,34.4,8.6,16.0,.534,1.4,3.6,.396,4.1,5.0,.831,2.5,3.3,3.1,8.6,11.7,2.8,0.8,1.5,22.7,Career Averages
104845,Zion Williamson *,NOP,24,27.8,8.8,15.0,.583,0.2,0.6,.429,4.8,7.4,.640,2.5,1.8,2.7,3.6,6.2,2.1,0.7,0.4,22.5,Career Averages
66353,Alex Groza,IND,130,19.4,7.8,16.4,.474,0.0,0.0,.000,6.9,9.1,.756,0.0,3.5,0.0,0.0,10.7,2.4,0.0,0.0,22.5,Career Averages
4621,Bernard King,-,874,33.7,9.0,17.3,.518,0.0,0.2,.172,4.5,6.2,.730,3.2,3.3,1.9,3.8,5.8,3.3,1.0,0.3,22.5,Career Averages
41438,Devin Booker *,PHX,342,33.5,7.7,17.2,.448,2.0,5.5,.354,5.1,5.8,.871,3.3,3.1,0.5,3.1,3.6,4.7,0.8,0.3,22.5,Career Averages
7118,Kyrie Irving *,-,528,33.8,8.2,17.7,.466,2.1,5.4,.390,3.8,4.4,.877,2.6,2.2,0.8,2.9,3.7,5.7,1.3,0.4,22.4,Career Averages
1259,Charles Barkley,PHI,1073,36.6,7.9,14.5,.541,0.5,1.9,.266,5.9,8.1,.735,3.1,3.1,4.0,7.7,11.7,3.9,1.5,0.8,22.1,Career Averages
64276,David Thompson,-,509,32.0,8.3,16.4,.504,0.1,0.3,.277,5.5,7.1,.778,2.6,2.5,1.4,2.3,3.8,3.2,0.9,0.8,22.1,Career Averages
56619,Bob McAdoo,-,852,33.2,8.7,17.3,.503,0.0,0.1,.081,4.6,6.1,.754,2.6,3.2,2.4,7.1,9.4,2.3,1.0,1.5,22.1,Career Averages
450,Dwyane Wade,-,1054,33.9,8.0,16.7,.480,0.5,1.8,.293,5.4,7.1,.765,3.2,2.2,1.2,3.5,4.7,5.4,1.5,0.8,22.0,Career Averages
4644,Julius Erving,PHI,836,34.3,8.7,17.1,.507,0.1,0.3,.261,4.6,5.9,.777,3.1,2.7,2.5,4.2,6.7,3.9,1.8,1.5,22.0,Career Averages
66070,Geoff Petrie,POR,446,37.6,8.9,19.5,.455,0.0,0.0,.000,4.0,5.0,.805,0.0,2.4,0.6,2.0,2.8,4.6,1.1,0.1,21.8,Career Averages
1177,Hakeem Olajuwon,HOU,1238,35.7,8.7,17.0,.512,0.0,0.1,.202,4.4,6.2,.712,3.0,3.5,3.3,7.8,11.1,2.5,1.7,3.1,21.8,Career Averages
1596,Blake Griffin *,-,622,34.8,8.1,16.3,.498,0.7,2.0,.333,4.8,6.9,.694,2.6,2.9,2.2,6.7,8.8,4.4,0.9,0.5,21.7,Career Averages
4626,Alex English,DEN,1193,31.9,8.9,17.6,.507,0.0,0.1,.217,3.6,4.3,.832,2.5,2.5,2.3,3.2,5.5,3.6,0.9,0.7,21.5,Career Averages
2192,DeMarcus Cousins,-,565,32.0,7.6,16.5,.461,0.6,1.8,.332,5.5,7.4,.737,3.5,3.8,2.8,8.1,10.9,3.2,1.4,1.2,21.2,Career Averages
1234,David Robinson,SAS,987,34.7,7.5,14.4,.518,0.0,0.1,.250,6.1,8.3,.736,2.4,2.9,3.1,7.5,10.6,2.5,1.4,3.0,21.1,Career Averages
981,Mitch Richmond,SAC,976,35.2,7.5,16.4,.455,1.4,3.5,.388,4.7,5.5,.850,2.6,2.6,0.9,3.0,3.9,3.5,1.2,0.3,21.0,Career Averages
1297,Patrick Ewing,NYK,1183,34.3,8.2,16.3,.504,0.0,0.1,.152,4.6,6.2,.740,3.0,3.4,2.3,7.5,9.8,1.9,1.0,2.4,21.0,Career Averages
24148,Bradley Beal *,WAS,545,34.6,7.6,16.9,.452,2.3,6.0,.380,3.4,4.2,.807,2.3,2.2,0.8,3.2,4.0,4.0,1.1,0.4,21.0,Career Averages
64278,Elvin Hayes,-,1303,38.4,8.4,18.6,.452,0.0,0.1,.147,4.1,6.1,.670,2.4,3.2,3.1,7.8,12.5,1.8,1.0,2.0,21.0,Career Averages
66150,Billy Cunningham,PHI,654,34.3,7.8,17.5,.446,0.0,0.0,.000,5.2,7.2,.720,0.0,3.7,1.6,7.1,10.1,4.0,1.1,0.5,20.8,Career Averages
65860,John Havlicek,BOS,1270,36.6,8.3,18.8,.439,0.0,0.0,.000,4.2,5.2,.815,2.5,2.6,1.5,3.5,6.3,4.8,1.2,0.3,20.8,Career Averages
308,Dirk Nowitzki,DAL,1522,33.8,7.3,15.6,.471,1.3,3.4,.380,4.8,5.4,.879,1.6,2.4,1.0,6.6,7.5,2.4,0.8,0.8,20.7,Career Averages
56753,John Drew,-,739,29.5,7.4,15.8,.470,0.0,0.2,.175,5.8,7.8,.748,2.7,3.6,2.9,4.0,6.9,1.7,1.4,0.3,20.7,Career Averages
646,Glenn Robinson,MIL,688,36.8,8.1,17.6,.459,0.9,2.6,.340,3.6,4.4,.820,3.1,2.7,1.5,4.6,6.1,2.7,1.2,0.6,20.7,Career Averages
840,Chris Webber,SAC,831,37.1,8.7,18.1,.479,0.3,1.1,.299,3.0,4.7,.649,2.8,3.3,2.7,7.0,9.8,4.2,1.4,1.4,20.7,Career Averages
4631,Moses Malone,-,1329,33.9,7.1,14.5,.491,0.0,0.1,.101,6.4,8.3,.769,3.0,2.3,5.1,7.1,12.2,1.4,0.8,1.3,20.6,Career Averages
217,Gilbert Arenas,-,553,35.0,6.7,16.0,.421,2.0,5.6,.351,5.2,6.5,.803,3.2,3.0,0.8,3.1,3.9,5.3,1.6,0.2,20.6,Career Averages
1510,Clyde Drexler,POR,1086,34.6,7.7,16.3,.472,0.8,2.4,.318,4.3,5.5,.788,2.8,3.0,2.4,3.7,6.1,5.6,2.0,0.7,20.4,Career Averages
56751,Dan Issel,DEN,718,31.1,7.6,14.9,.506,0.0,0.2,.253,5.3,6.6,.797,2.0,2.8,2.3,5.6,7.9,2.5,1.0,0.6,20.4,Career Averages
65948,Dave Bing,-,901,36.4,7.7,17.5,.441,0.0,0.0,.000,4.9,6.3,.775,2.7,2.9,1.1,1.9,3.8,6.0,1.3,0.2,20.3,Career Averages
4698,World B. Free,-,886,30.4,7.3,16.1,.456,0.4,1.1,.337,5.3,7.1,.753,2.5,2.6,1.1,1.6,2.7,3.7,1.0,0.3,20.3,Career Averages
65947,Lou Hudson,-,890,33.5,8.3,17.0,.489,0.0,0.0,.000,3.5,4.4,.797,1.6,2.7,1.2,1.9,4.4,2.7,1.4,0.3,20.2,Career Averages
65889,John Williamson,-,288,31.8,8.2,18.2,.449,0.2,0.6,.293,3.8,4.5,.833,2.6,2.9,0.7,1.8,2.5,2.8,1.1,0.2,20.1,Career Averages
4656,Marques Johnson,-,691,34.3,8.3,16.0,.518,0.0,0.2,.152,3.5,4.7,.739,2.4,2.6,2.6,4.3,7.0,3.6,1.3,0.8,20.1,Career Averages
49629,Giannis Antetokounmpo *,MIL,528,32.5,7.3,13.9,.526,0.6,2.1,.284,4.8,6.7,.722,2.8,3.0,1.7,7.2,8.9,4.3,1.2,1.3,20.1,Career Averages
66188,Walt Bellamy,-,1043,37.3,7.6,14.7,.516,0.0,0.0,.000,4.9,7.8,.632,0.0,3.4,3.4,6.2,13.7,2.4,0.7,0.6,20.1,Career Averages
64280,Bob Lanier,-,959,33.5,8.1,15.7,.514,0.0,0.0,.154,3.9,5.1,.767,2.6,3.2,2.6,6.8,10.1,3.1,1.1,1.5,20.1,Career Averages
1605,DeMar DeRozan *,-,820,34.1,7.2,15.7,.458,0.4,1.5,.282,5.2,6.3,.829,2.1,2.3,0.7,3.6,4.4,3.6,1.0,0.3,20.0,Career Averages
4639,Mark Aguirre,DAL,923,30.0,7.8,16.1,.484,0.4,1.4,.312,4.0,5.4,.741,2.5,2.8,1.8,3.1,5.0,3.1,0.7,0.3,20.0,Career Averages
2305,Paul George *,-,652,33.5,6.8,15.6,.434,2.4,6.4,.381,4.0,4.8,.846,2.6,2.7,0.9,5.5,6.4,3.4,1.7,0.4,20.0,Career Averages
2181,Kemba Walker *,-,661,33.8,6.9,16.4,.419,2.2,6.1,.360,3.9,4.7,.837,2.2,1.5,0.6,3.3,3.8,5.4,1.3,0.4,19.9,Career Averages
50944,Mike Mitchell,-,759,32.3,8.4,17.0,.493,0.0,0.1,.213,3.0,3.8,.779,1.7,2.7,2.0,3.6,5.6,1.3,0.7,0.5,19.8,Career Averages
4658,Kiki Vandeweghe,-,810,30.3,7.6,14.4,.525,0.3,0.7,.369,4.3,4.9,.872,1.6,1.9,1.1,2.3,3.4,2.1,0.6,0.3,19.7,Career Averages
24682,Andrew Wiggins *,-,454,35.8,7.3,16.5,.441,1.2,3.6,.332,4.0,5.4,.732,2.1,2.2,1.3,3.1,4.4,2.3,1.0,0.6,19.7,Career Averages
566,Paul Pierce,BOS,1343,34.2,6.5,14.5,.445,1.6,4.3,.368,5.2,6.4,.806,2.6,2.7,0.8,4.8,5.6,3.5,1.3,0.6,19.7,Career Averages
183,Tracy McGrady,HOU,938,32.7,7.2,16.4,.435,1.2,3.4,.338,4.1,5.5,.746,2.2,1.8,1.4,4.2,5.6,4.4,1.2,0.9,19.6,Career Averages
4618,Magic Johnson,LAL,906,36.7,6.9,13.2,.520,0.4,1.2,.303,5.5,6.5,.848,3.9,2.3,1.8,5.5,7.2,11.2,1.9,0.4,19.5,Career Averages
66,LaMarcus Aldridge *,-,1003,34.4,7.9,16.1,.491,0.2,0.6,.312,3.6,4.4,.811,1.6,2.5,2.7,5.7,8.3,2.0,0.7,1.1,19.5,Career Averages
4717,Klay Thompson *,GSW,615,33.1,7.3,16.0,.459,2.9,7.0,.419,1.9,2.3,.848,1.7,2.1,0.4,3.0,3.5,2.3,0.9,0.5,19.5,Career Averages
66203,Neil Johnston,GSW,516,35.5,6.4,14.4,.444,0.0,0.0,.000,6.6,8.6,.768,0.0,3.3,0.0,0.0,11.3,2.5,0.0,0.0,19.4,Career Averages
326,Stephon Marbury,-,846,37.7,6.8,15.7,.433,1.2,3.6,.325,4.5,5.7,.784,3.0,2.4,0.7,2.3,3.0,7.6,1.2,0.1,19.3,Career Averages
451,Chris Bosh,-,893,35.8,7.0,14.1,.494,0.3,1.0,.335,5.0,6.3,.799,2.0,2.4,2.2,6.3,8.5,2.0,0.8,1.0,19.2,Career Averages
66190,Jack Twyman,SAC,823,31.8,7.6,16.9,.450,0.0,0.0,.000,4.1,5.3,.778,0.0,3.4,0.0,0.0,6.6,2.3,0.0,0.0,19.2,Career Averages
66166,Hal Greer,PHI,1122,35.5,7.6,16.8,.452,0.0,0.0,.000,4.1,5.1,.801,0.0,3.4,0.0,0.0,5.0,4.0,0.0,0.0,19.2,Career Averages
4612,Isiah Thomas,DET,979,36.3,7.3,16.2,.452,0.4,1.4,.290,4.1,5.4,.759,3.8,3.0,1.0,2.6,3.6,9.3,1.9,0.3,19.2,Career Averages
66200,George Yardley,-,472,33.4,6.8,16.0,.422,0.0,0.0,.000,5.7,7.3,.780,0.0,3.0,0.0,0.0,8.9,1.7,0.0,0.0,19.2,Career Averages
65808,Spencer Haywood,-,760,33.7,7.6,16.4,.465,0.0,0.0,.125,4.0,5.0,.800,2.2,2.9,2.6,5.6,9.3,1.8,0.6,1.1,19.2,Career Averages
1130,Jamal Mashburn,MIA,611,37.3,7.0,16.7,.419,1.3,3.6,.345,3.8,5.0,.766,2.6,2.5,1.1,4.2,5.4,4.0,1.0,0.2,19.1,Career Averages
272,Tim Duncan,SAS,1392,34.0,7.4,14.6,.506,0.0,0.1,.179,4.2,6.1,.696,2.4,2.4,2.8,8.1,10.8,3.0,0.7,2.2,19.0,Career Averages
4634,Jeff Malone,-,905,32.8,7.8,16.2,.483,0.1,0.4,.267,3.3,3.7,.871,1.7,1.9,0.6,2.0,2.6,2.4,0.6,0.1,19.0,Career Averages
231,Michael Redd,MIL,629,32.0,6.7,15.0,.447,1.7,4.4,.380,4.0,4.8,.838,1.5,1.6,1.0,2.8,3.8,2.1,0.9,0.1,19.0,Career Averages
177,Yao Ming,HOU,486,32.6,7.0,13.3,.524,0.0,0.0,.200,5.1,6.1,.833,2.7,3.3,2.5,6.7,9.2,1.6,0.4,1.9,19.0,Career Averages
2195,John Wall *,WAS,573,35.9,6.9,15.9,.433,0.9,2.9,.324,4.3,5.5,.781,3.8,2.2,0.6,3.8,4.3,9.2,1.7,0.7,19.0,Career Averages
4601,Brad Daugherty,CLE,548,36.5,7.0,13.1,.532,0.0,0.0,.143,5.0,6.7,.747,2.8,2.7,2.2,7.3,9.5,3.7,0.8,0.7,19.0,Career Averages
49454,Clark Kellogg,IND,260,32.7,7.7,15.5,.497,0.1,0.3,.338,3.4,4.5,.757,2.8,3.3,3.3,6.3,9.5,2.9,1.5,0.4,18.9,Career Averages
437,Amar'e Stoudemire,-,846,31.0,7.0,13.0,.537,0.0,0.2,.236,4.9,6.4,.761,2.3,3.2,2.4,5.4,7.8,1.2,0.8,1.2,18.9,Career Averages
4654,Walter Davis,-,1033,27.9,7.9,15.4,.512,0.2,0.7,.272,3.0,3.6,.851,2.5,2.4,0.9,2.1,3.0,3.8,1.2,0.1,18.9,Career Averages
65798,Walt Frazier,-,825,37.5,7.4,15.2,.490,0.0,0.3,.000,4.0,5.1,.786,2.1,2.6,1.1,4.2,5.9,6.1,1.9,0.2,18.9,Career Averages
606,Ray Allen,MIL,1300,35.6,6.6,14.6,.452,2.3,5.7,.400,3.4,3.8,.894,2.1,2.2,0.9,3.1,4.1,3.4,1.1,0.2,18.9,Career Averages
65864,Earl Monroe,-,926,32.0,7.5,16.1,.464,0.0,0.0,.000,3.9,4.9,.807,1.6,2.6,0.6,2.1,3.0,3.9,1.0,0.3,18.8,Career Averages
69,Brandon Roy,-,326,35.5,6.8,14.9,.459,1.0,2.8,.348,4.2,5.2,.800,1.8,1.9,1.1,3.2,4.3,4.7,1.0,0.2,18.8,Career Averages
64274,Tiny Archibald,-,876,35.6,6.7,14.4,.467,0.1,0.2,.224,5.3,6.6,.810,2.7,2.3,0.5,1.6,2.3,7.4,1.1,0.1,18.8,Career Averages
756,Derrick Rose *,-,596,32.6,7.3,16.1,.456,0.8,2.6,.304,3.3,4.0,.827,2.6,1.3,0.8,2.6,3.4,5.6,0.8,0.3,18.8,Career Averages
65954,Willis Reed,NYK,650,35.5,7.5,15.7,.476,0.0,0.0,.000,3.8,5.1,.747,0.0,3.7,2.5,4.9,12.9,1.8,0.6,1.1,18.7,Career Averages
66187,Bailey Howell,-,950,32.2,6.9,14.3,.480,0.0,0.0,.000,5.0,6.6,.762,0.0,3.7,0.0,0.0,9.9,2.0,0.0,0.0,18.7,Career Averages
2256,Kawhi Leonard *,-,524,31.0,6.7,13.7,.491,1.5,3.8,.383,3.8,4.4,.855,1.6,1.7,1.2,5.2,6.4,2.7,1.8,0.7,18.7,Career Averages
66183,Tommy Heinsohn,BOS,654,29.4,7.3,18.0,.405,0.0,0.0,.000,4.0,5.1,.790,0.0,3.8,0.0,0.0,8.8,2.0,0.0,0.0,18.6,Career Averages
65931,Gail Goodrich,-,1031,32.5,7.2,15.8,.456,0.0,0.0,.000,4.2,5.2,.807,2.5,2.7,1.1,1.6,3.2,4.7,1.3,0.2,18.6,Career Averages
49484,Reggie Theus,-,1026,33.7,6.9,14.6,.471,0.3,1.0,.252,4.5,5.5,.826,3.4,2.9,1.2,2.1,3.3,6.3,1.2,0.2,18.5,Career Averages
66193,Dolph Schayes,PHI,996,34.4,5.9,15.5,.380,0.0,0.0,.000,6.7,7.9,.849,0.0,3.4,0.0,0.0,12.1,3.1,0.0,0.0,18.5,Career Averages
65814,Bob Dandridge,-,839,35.2,7.7,15.9,.484,0.0,0.2,.167,3.1,4.0,.780,2.7,3.5,1.7,4.4,6.8,3.4,1.3,0.6,18.5,Career Averages
221,Antawn Jamison,-,1083,34.8,7.1,15.7,.451,1.1,3.1,.346,3.3,4.5,.724,1.6,2.4,2.4,5.2,7.5,1.6,1.0,0.4,18.5,Career Averages
104930,Collin Sexton *,CLE,147,32.3,7.0,15.6,.450,1.5,3.7,.392,3.0,3.6,.843,2.3,2.2,0.8,2.2,3.0,3.0,0.7,0.1,18.5,Career Averages
17251,C.J. McCollum *,POR,481,30.9,7.1,15.6,.454,2.1,5.3,.397,2.2,2.6,.827,1.7,2.2,0.6,2.7,3.3,3.1,0.9,0.4,18.5,Career Averages
61,Chris Paul *,-,1020,34.9,6.5,13.7,.471,1.4,3.7,.370,4.2,4.8,.870,2.4,2.5,0.7,3.9,4.5,9.5,2.2,0.1,18.5,Career Averages
32861,Kristaps Porzingis *,-,243,31.2,6.6,15.2,.434,1.7,4.9,.358,3.5,4.3,.803,1.7,3.2,1.7,6.0,7.6,1.4,0.7,2.0,18.4,Career Averages
66069,Bob Cousy,-,924,35.3,6.7,17.8,.375,0.0,0.0,.000,5.0,6.2,.803,0.0,2.4,0.0,0.0,5.2,7.5,0.0,0.0,18.4,Career Averages
1044,Glen Rice,MIA,1000,35.0,6.8,14.9,.456,1.6,3.9,.400,3.2,3.8,.846,1.7,2.4,0.9,3.4,4.4,2.1,1.0,0.3,18.3,Career Averages
977,Latrell Sprewell,GSW,913,38.6,6.7,15.7,.425,1.2,3.6,.337,3.8,4.7,.804,2.7,1.8,0.8,3.2,4.1,4.0,1.4,0.4,18.3,Career Averages
66185,Chet Walker,-,1032,32.4,6.7,14.2,.470,0.0,0.0,.000,4.9,6.2,.796,0.0,2.6,1.6,3.8,7.1,2.1,0.7,0.1,18.2,Career Averages
760,Kevin Love *,-,713,32.0,6.0,13.6,.442,1.7,4.6,.370,4.5,5.4,.828,2.0,2.1,2.8,8.4,11.1,2.4,0.7,0.5,18.2,Career Averages
740,Reggie Miller,IND,1389,34.3,5.9,12.6,.471,1.8,4.7,.395,4.5,5.1,.888,1.7,2.0,0.6,2.4,3.0,3.0,1.1,0.2,18.2,Career Averages
1217,Chris Mullin,GSW,986,32.6,6.8,13.4,.509,0.8,2.2,.384,3.7,4.2,.865,2.3,2.1,1.0,3.1,4.1,3.5,1.6,0.6,18.2,Career Averages
179,Steve Francis,-,576,37.6,6.2,14.4,.429,1.0,2.9,.341,4.8,6.1,.797,3.5,3.1,1.7,3.9,5.6,6.0,1.5,0.4,18.1,Career Averages
1527,Tom Chambers,PHX,1107,30.6,6.7,14.2,.468,0.2,0.7,.307,4.6,5.7,.807,2.3,3.4,1.8,4.3,6.1,2.1,0.8,0.6,18.1,Career Averages
4711,Isaiah Thomas,-,525,28.9,5.9,13.5,.436,1.9,5.3,.364,4.4,5.1,.872,2.3,2.1,0.5,1.9,2.5,5.0,0.9,0.1,18.1,Career Averages
605,Shareef Abdur-Rahim,VAN,830,34.8,6.5,13.9,.472,0.2,0.6,.297,4.8,6.0,.810,2.6,2.8,2.3,5.3,7.5,2.5,1.0,0.8,18.1,Career Averages
66197,Cliff Hagan,ATL,745,29.2,7.0,15.6,.450,0.0,0.0,.000,4.0,5.0,.798,0.0,3.2,0.0,0.0,6.9,3.0,0.0,0.0,18.0,Career Averages
4666,Otis Birdsong,-,696,31.1,7.7,15.2,.506,0.1,0.3,.274,2.6,3.9,.655,2.1,2.6,1.3,1.7,3.0,3.2,1.2,0.2,18.0,Career Averages
4647,Rolando Blackman,DAL,980,32.7,7.0,14.3,.493,0.2,0.7,.343,3.7,4.4,.840,1.9,1.7,1.1,2.3,3.3,3.0,0.7,0.3,18.0,Career Averages
65911,Charlie Scott,-,560,34.4,7.3,16.5,.444,0.0,0.2,.182,3.2,4.2,.772,2.9,3.7,1.0,2.6,3.6,4.8,1.3,0.3,17.9,Career Averages
65809,Calvin Murphy,HOU,1002,30.5,7.2,15.0,.482,0.0,0.3,.139,3.4,3.9,.892,1.9,3.2,0.7,1.3,2.1,4.4,1.5,0.1,17.9,Career Averages
1183,Kevin Johnson,PHX,732,34.1,6.2,12.5,.493,0.2,0.7,.307,5.4,6.4,.840,3.1,2.1,0.7,2.6,3.3,9.2,1.5,0.2,17.9,Career Averages
65856,Doug Collins,PHI,415,33.6,7.1,14.1,.501,0.0,0.0,.000,3.8,4.5,.833,2.8,3.0,1.1,2.1,3.2,3.3,1.2,0.3,17.9,Career Averages
52264,Jamaal Wilkes,LAL,815,33.2,7.6,15.2,.500,0.0,0.1,.122,2.7,3.5,.759,2.1,2.8,2.0,4.3,6.2,2.5,1.3,0.3,17.9,Career Averages
4620,Kevin McHale,BOS,971,31.0,7.0,12.7,.554,0.0,0.2,.261,3.7,4.7,.798,1.9,2.8,2.4,4.9,7.3,1.7,0.4,1.7,17.9,Career Averages
129,Monta Ellis,-,833,34.8,6.9,15.2,.451,0.9,2.8,.314,3.2,4.2,.772,2.7,2.3,0.6,2.8,3.5,4.6,1.7,0.3,17.8,Career Averages
644,Kevin Garnett,MIN,1462,34.5,7.2,14.5,.497,0.1,0.4,.275,3.3,4.2,.789,2.2,2.4,2.2,7.8,10.0,3.7,1.3,1.4,17.8,Career Averages
66192,Bill Sharman,-,711,32.0,6.7,15.7,.426,0.0,0.0,.000,4.4,5.0,.883,0.0,2.7,0.0,0.0,3.9,3.0,0.0,0.0,17.8,Career Averages
121815,Ja Morant *,MEM,67,31.0,6.7,14.0,.477,0.9,2.7,.335,3.6,4.6,.776,3.3,1.6,0.7,3.1,3.9,7.3,0.9,0.3,17.8,Career Averages
967,Tim Hardaway,GSW,867,35.3,6.5,15.1,.431,1.8,5.0,.355,2.9,3.8,.782,2.9,2.3,0.6,2.7,3.3,8.2,1.6,0.1,17.7,Career Averages
66173,Sam Jones,BOS,871,27.9,7.2,15.8,.456,0.0,0.0,.000,3.3,4.1,.803,0.0,2.0,0.0,0.0,4.9,2.5,0.0,0.0,17.7,Career Averages
