Player_ID,Player,Team,DblDbl,TplDbl,FortyPts,TwentyReb,TwentyAst,FiveStl,FiveBlk,HighGame,Techs,HOB,AstTO,StlTO,FTFGA,Ws,Ls,WinPct,OWS,DWS,WS,Type
762,Eric Gordon *,-,2,0,2,0,0,4,0,50,7,.222,1.4,0.5,0.3,334,331,.502,26.0,8.5,34.5,Career Misc
4643,Jeff Ruland,WAS,132,5,0,3,0,0,0,38,0,.194,0.8,0.2,0.6,165,167,.497,16.2,18.3,34.5,Career Misc
586,Tim Thomas,-,14,0,0,0,0,0,0,39,18,.157,1.0,0.5,0.3,393,431,.477,19.8,14.7,34.5,Career Misc
966,LaSalle Thompson,IND,189,0,0,7,0,1,6,31,0,.103,0.7,0.5,0.3,426,558,.433,7.6,26.6,34.4,Career Misc
65858,George McGinnis,-,0,0,2,0,0,0,0,43,0,.192,1.0,0.4,0.5,285,243,.540,10.1,24.4,34.2,Career Misc
65942,Curtis Rowe,-,0,0,0,0,0,0,0,35,0,.135,0.7,0.2,0.3,272,317,.462,21.0,13.1,34.2,Career Misc
711,Walt Williams,SAC,17,0,1,0,0,7,2,40,0,.177,1.2,0.5,0.3,336,372,.475,16.7,17.4,34.2,Career Misc
639,Corliss Williamson,SAC,29,0,1,0,0,2,0,40,16,.155,0.7,0.4,0.4,415,407,.505,17.1,17.0,34.1,Career Misc
658,Danny Ferry,CLE,9,0,0,0,0,1,0,32,0,.111,1.5,0.5,0.2,532,386,.580,15.8,18.2,34.0,Career Misc
65848,Mike Bantom,-,2,0,0,0,0,0,1,38,0,.476,1.2,0.5,0.3,326,380,.462,15.7,18.2,33.9,Career Misc
66052,Jim Fox,-,0,0,0,0,0,0,0,39,0,.083,0.0,0.0,0.4,305,436,.412,22.3,11.5,33.9,Career Misc
394,Beno Udrih,-,20,1,0,0,0,2,0,34,2,.180,2.4,0.5,0.2,414,417,.498,19.3,14.6,33.9,Career Misc
2214,Mason Plumlee *,-,64,0,0,0,0,0,4,27,9,.139,1.5,0.5,0.6,289,243,.543,19.0,14.8,33.8,Career Misc
690,Raja Bell,UTA,4,0,0,0,0,1,0,31,64,.143,1.7,0.7,0.2,408,298,.578,21.8,12.0,33.8,Career Misc
772,Roy Hibbert,-,112,1,0,0,0,0,49,30,33,.145,0.9,0.2,0.3,317,345,.479,10.2,23.5,33.7,Career Misc
100,P.J. Tucker *,-,40,0,0,0,0,13,0,24,54,.106,1.4,1.2,0.2,334,320,.511,15.3,18.3,33.6,Career Misc
65886,Austin Carr,-,0,0,2,0,0,0,0,42,0,.163,1.4,0.4,0.2,309,372,.454,22.7,10.6,33.5,Career Misc
1224,LaPhonso Ellis,DEN,101,0,0,0,0,0,2,39,0,.171,1.0,0.4,0.3,243,381,.389,14.8,18.5,33.3,Career Misc
66057,Mike Riordan,-,0,0,0,0,0,0,0,39,0,.134,0.0,0.0,0.2,405,233,.635,14.5,18.7,33.3,Career Misc
66567,Guy Rodgers,-,0,0,2,0,0,0,0,47,0,.257,0.0,0.0,0.3,422,468,.474,-4.4,38.0,33.3,Career Misc
959,Terry Mills,DET,72,0,1,0,0,0,0,41,0,.146,1.0,0.5,0.2,315,363,.465,18.8,14.4,33.2,Career Misc
4667,Trent Tucker,-,0,0,0,0,0,3,0,34,0,.127,2.6,1.1,0.1,355,401,.470,19.1,14.1,33.2,Career Misc
1003,Sherman Douglas,BOS,107,1,1,0,2,6,0,42,0,.265,2.6,0.4,0.3,299,466,.391,23.8,9.3,33.1,Career Misc
1298,Gerald Wilkins,NYK,11,0,2,0,0,5,0,43,0,.209,1.6,0.5,0.2,449,451,.499,12.6,20.5,33.1,Career Misc
4662,Micheal Ray Richardson,-,56,3,0,0,0,7,0,38,0,.237,2.1,0.8,0.3,273,283,.491,10.4,22.7,33.1,Career Misc
66815,Larry Siegfried,-,0,0,0,0,0,0,0,39,0,.114,0.0,0.0,0.4,346,202,.631,12.4,20.5,33.0,Career Misc
65791,Tom Owens,-,2,0,0,0,0,0,0,37,0,.179,1.1,0.3,0.4,256,231,.526,19.9,13.0,32.8,Career Misc
1296,Dee Brown,BOS,22,0,3,0,0,12,0,41,0,.199,2.5,0.9,0.2,281,327,.462,21.2,11.5,32.7,Career Misc
174,Bobby Jackson,SAC,11,1,0,0,0,4,0,31,12,.167,1.9,0.7,0.2,430,325,.570,15.6,17.0,32.7,Career Misc
64307,Steve Hawes,-,0,0,0,0,0,0,0,32,0,.089,1.2,0.5,0.3,346,338,.506,15.6,17.1,32.6,Career Misc
66306,Jim Washington,-,0,0,0,0,0,0,0,34,0,.094,0.0,0.0,0.3,364,408,.472,12.0,20.6,32.6,Career Misc
65844,John Johnson,-,0,0,1,0,0,0,0,40,0,.162,1.5,0.3,0.3,408,461,.470,12.9,19.4,32.5,Career Misc
167,Quentin Richardson,NYK,42,0,1,0,0,0,0,44,34,.144,1.3,0.7,0.2,354,429,.452,16.5,16.0,32.4,Career Misc
1195,Dennis Scott,ORL,2,0,2,0,0,3,2,41,0,.178,1.7,0.7,0.2,319,310,.507,20.7,11.7,32.4,Career Misc
627,Greg Ostertag,-,41,0,0,2,0,0,53,25,7,.066,0.6,0.3,0.5,475,281,.628,10.1,22.2,32.4,Career Misc
54,Arron Afflalo,-,7,0,1,0,0,0,0,43,18,.152,1.6,0.4,0.3,360,402,.472,23.2,9.1,32.3,Career Misc
56409,George Johnson,-,0,0,0,0,0,0,1,25,0,.094,0.7,0.3,0.3,440,414,.515,1.0,31.4,32.3,Career Misc
67044,Dave Gambee,-,0,0,0,0,0,0,0,39,0,.141,0.0,0.0,0.4,361,367,.496,19.3,13.1,32.3,Career Misc
22407,Jae Crowder *,-,21,0,0,0,0,6,0,30,33,.122,1.8,1.1,0.3,355,253,.584,15.7,16.6,32.2,Career Misc
1385,Benoit Benjamin,LAC,206,1,0,7,0,0,74,34,0,.145,0.6,0.3,0.4,296,511,.367,4.4,27.8,32.2,Career Misc
209,Larry Hughes,-,37,1,4,0,0,31,0,44,15,.232,1.5,0.7,0.3,321,406,.442,8.4,23.6,32.1,Career Misc
65837,Chris Ford,-,0,0,0,0,0,0,0,34,0,.236,1.9,0.7,0.2,453,340,.571,12.8,19.4,32.0,Career Misc
66576,Willie Naulls,-,0,0,4,0,0,0,0,49,0,.417,0.0,0.0,0.2,365,351,.510,15.0,17.2,32.0,Career Misc
17251,C.J. McCollum *,POR,9,1,7,0,0,2,0,50,15,.256,1.8,0.5,0.2,267,214,.555,23.0,8.9,32.0,Career Misc
56408,Ricky Sobers,-,8,0,0,0,0,0,0,34,0,.209,1.6,0.4,0.3,361,460,.440,11.8,20.1,31.9,Career Misc
1245,Chris Gatling,GSW,77,0,0,1,0,0,0,38,0,.120,0.4,0.4,0.4,320,380,.457,15.9,15.9,31.9,Career Misc
65804,Kevin Porter,-,2,0,1,0,0,0,0,40,0,.217,2.8,0.4,0.3,338,321,.513,17.3,14.5,31.8,Career Misc
1542,John Long,DET,0,0,5,0,0,1,0,44,0,.163,1.1,0.6,0.2,401,492,.449,15.5,16.4,31.7,Career Misc
803,Mario Chalmers,-,7,0,0,0,0,12,0,34,24,.182,2.0,0.8,0.3,389,257,.602,11.3,20.4,31.7,Career Misc
4672,Gerald Henderson,-,34,0,0,0,1,3,0,31,0,.166,2.0,0.6,0.3,506,364,.582,13.8,17.8,31.7,Career Misc
1363,Kevin Gamble,BOS,5,1,0,0,0,4,0,37,0,.145,2.2,0.8,0.2,341,308,.525,21.7,9.9,31.6,Career Misc
716,Charlie Ward,NYK,14,0,0,0,0,11,0,25,0,.179,2.4,0.7,0.2,342,288,.543,9.3,22.2,31.5,Career Misc
66326,Bob Kauffman,-,0,0,2,0,0,0,0,44,0,.509,0.0,0.0,0.4,186,335,.357,23.8,7.8,31.5,Career Misc
214,Ben Gordon,-,0,0,5,0,0,0,0,48,19,.214,1.2,0.3,0.3,318,426,.427,19.0,12.3,31.3,Career Misc
172,Rafer Alston,-,30,1,0,0,0,12,0,31,43,.237,2.7,0.7,0.2,343,328,.511,11.2,20.1,31.3,Career Misc
65903,Bingo Smith,-,0,0,1,0,0,0,0,41,0,.154,1.3,0.6,0.2,349,514,.404,15.1,16.3,31.2,Career Misc
66037,Jim Barnett,-,0,0,2,0,0,0,0,42,0,.309,0.0,0.0,0.3,321,409,.440,14.5,16.6,31.2,Career Misc
752,George Lynch,NOP,43,0,0,1,0,13,0,30,1,.114,1.3,0.9,0.3,382,392,.494,9.5,21.7,31.2,Career Misc
381,Andris Biedrins,-,86,0,0,5,0,3,13,31,5,.095,1.0,0.7,0.3,234,282,.453,17.2,13.9,31.2,Career Misc
66175,Adrian Smith,-,0,0,0,0,0,0,0,35,0,.132,0.0,0.0,0.4,371,347,.517,24.4,6.7,31.0,Career Misc
51474,Gene Banks,-,43,1,1,0,0,0,0,44,0,.165,1.6,0.5,0.4,239,229,.511,21.7,9.4,31.0,Career Misc
207,Lindsey Hunter,DET,10,0,0,0,0,12,0,35,2,.162,2.2,1.0,0.2,518,419,.553,7.9,23.1,31.0,Career Misc
355,Brevin Knight,-,77,0,0,0,2,39,0,31,19,.250,3.3,0.9,0.3,276,453,.379,10.4,20.5,30.9,Career Misc
383,Kris Humphries,-,84,0,0,5,0,0,2,31,11,.091,0.8,0.5,0.4,355,445,.444,12.6,18.3,30.9,Career Misc
64319,Foots Walker,-,3,0,0,0,0,0,0,26,0,.132,3.0,0.9,0.4,337,318,.515,12.8,18.4,30.9,Career Misc
66310,Stu Lantz,-,0,0,1,0,0,0,0,43,0,.565,0.0,0.0,0.4,224,321,.411,15.9,15.0,30.8,Career Misc
24181,Otto Porter *,-,36,0,0,0,0,2,0,37,0,.144,1.9,1.5,0.2,217,196,.525,17.7,13.0,30.7,Career Misc
608,Lorenzen Wright,-,113,0,0,4,0,0,2,33,20,.116,0.7,0.5,0.3,313,466,.402,9.8,20.8,30.6,Career Misc
65794,Bob Gross,-,1,0,0,0,0,0,0,27,0,.117,1.5,0.6,0.3,277,236,.540,15.6,14.9,30.6,Career Misc
1590,Frank Brickowski,MIL,62,0,0,0,0,7,0,34,0,.142,1.0,0.5,0.4,361,370,.494,12.3,18.3,30.5,Career Misc
50943,Kermit Washington,-,0,0,0,0,0,0,0,29,0,.231,0.9,0.5,0.5,246,255,.491,16.2,14.6,30.5,Career Misc
4078,Marcus Morris *,-,24,0,0,0,0,1,0,38,66,.151,1.3,0.6,0.2,312,295,.514,15.5,15.0,30.5,Career Misc
4684,Roy Hinson,-,84,0,0,0,0,1,16,39,0,.155,0.5,0.3,0.4,197,310,.389,13.8,16.7,30.5,Career Misc
1632,Patty Mills *,-,2,0,0,0,0,1,0,34,1,.137,2.4,0.7,0.1,446,225,.665,18.3,12.2,30.5,Career Misc
51300,Kent Benson,-,17,0,0,0,0,0,0,28,0,.096,1.1,0.6,0.3,342,338,.503,12.5,18.1,30.4,Career Misc
83,Ronnie Brewer,-,3,0,0,0,0,11,0,26,1,.125,2.1,1.6,0.3,341,161,.679,15.3,15.1,30.4,Career Misc
726,Eric Piatkowski,LAC,3,0,0,0,0,1,0,36,1,.099,1.2,0.6,0.2,283,506,.359,24.1,6.3,30.3,Career Misc
51312,Ben Poquette,-,16,0,0,0,0,0,1,30,0,.084,1.3,0.6,0.3,259,459,.361,14.9,15.3,30.3,Career Misc
66302,Clyde Lee,-,0,0,0,0,0,0,0,35,0,.122,0.0,0.0,0.4,379,354,.517,3.8,26.5,30.3,Career Misc
4641,Steve Stipanovich,IND,77,1,0,0,0,4,0,34,0,.174,1.2,0.5,0.4,153,250,.380,12.2,18.2,30.3,Career Misc
2152,Patrick Patterson *,-,15,0,0,0,0,0,1,27,9,.095,1.6,0.8,0.1,402,279,.590,16.7,13.5,30.2,Career Misc
66568,Darrall Imhoff,-,0,0,0,0,0,0,0,28,0,.085,0.0,0.0,0.4,371,422,.468,12.0,18.3,30.2,Career Misc
66328,Mahdi Abdul-Rahman,-,0,0,4,0,0,0,0,45,0,.281,0.0,0.0,0.3,334,383,.466,18.3,12.0,30.2,Career Misc
728,Anthony Peeler,MIN,2,0,1,0,0,6,0,40,2,.159,1.9,0.8,0.2,442,385,.534,17.5,12.5,30.0,Career Misc
50311,Johnny Moore,-,89,2,0,0,1,7,0,30,0,.238,3.3,0.9,0.3,290,229,.559,14.7,15.2,30.0,Career Misc
66362,Dick McGuire,-,0,0,0,0,0,0,0,28,0,.297,0.0,0.0,0.5,387,350,.525,16.3,13.6,29.9,Career Misc
556,Kenny Thomas,-,115,1,0,3,0,1,1,32,15,.146,0.9,0.5,0.3,291,341,.460,10.4,19.5,29.9,Career Misc
632,Travis Best,IND,15,0,0,0,0,6,0,30,4,.177,2.6,0.7,0.3,386,322,.545,16.6,13.2,29.8,Career Misc
65985,Curtis Perry,-,0,0,0,0,0,0,0,27,0,.191,0.8,0.5,0.3,282,199,.586,8.4,21.3,29.8,Career Misc
3771,Reggie Jackson *,-,31,2,1,0,1,3,0,40,16,.237,2.3,0.4,0.2,328,233,.585,17.4,12.3,29.7,Career Misc
1631,DeMarre Carroll *,-,24,0,0,0,0,3,0,26,19,.113,1.5,1.1,0.3,312,266,.540,16.6,13.1,29.6,Career Misc
125,C.J. Miles,-,2,0,1,0,0,3,0,40,2,.116,1.3,0.8,0.2,447,401,.527,14.5,15.1,29.6,Career Misc
377,Shaun Livingston,GSW,6,0,0,0,0,5,0,25,15,.143,2.4,0.6,0.3,494,339,.593,13.7,15.9,29.6,Career Misc
50600,Allen Leavell,HOU,29,0,1,0,1,5,0,42,0,.179,2.5,0.7,0.3,336,364,.480,16.0,13.7,29.5,Career Misc
66045,Bob Weiss,-,0,0,0,0,0,0,0,30,0,.113,0.0,0.0,0.3,434,347,.556,11.4,18.1,29.5,Career Misc
1508,Jon Koncak,ATL,18,0,0,1,0,1,10,25,0,.070,1.3,0.9,0.3,464,320,.592,5.8,23.7,29.5,Career Misc
1469,Micheal Williams,MIN,65,3,0,0,0,28,0,33,0,.233,2.5,0.8,0.6,180,234,.435,20.1,9.1,29.2,Career Misc
65944,Butch Beard,-,0,0,0,0,0,0,0,32,0,.386,2.2,0.8,0.4,285,319,.472,19.3,9.8,29.2,Career Misc
66047,Tom Van Arsdale,-,0,0,4,0,0,0,0,44,0,.143,0.0,0.0,0.3,357,571,.385,17.0,12.1,29.2,Career Misc
65898,Phil Jackson,-,0,0,0,0,0,0,0,30,0,.104,1.1,0.6,0.4,428,376,.532,10.3,19.0,29.1,Career Misc
66061,Neal Walk,-,0,0,1,0,0,0,0,42,0,.131,0.0,0.0,0.3,263,305,.463,15.8,13.4,29.1,Career Misc
1601,Tyreke Evans,-,67,3,1,0,0,3,0,41,21,.280,1.9,0.5,0.3,243,351,.409,14.2,14.8,29.0,Career Misc
56749,M.L. Carr,-,0,0,0,0,0,0,0,36,0,.134,1.1,0.7,0.3,380,224,.629,11.6,17.4,29.0,Career Misc
1202,Bryant Stith,DEN,9,0,0,0,0,4,0,37,0,.150,1.5,0.8,0.4,236,350,.403,19.0,10.0,29.0,Career Misc
987,Andrew Lang,PHX,37,0,0,1,0,0,43,29,0,.076,0.6,0.5,0.3,403,334,.547,8.1,20.8,28.9,Career Misc
47,Wilson Chandler *,-,38,0,0,0,0,0,4,36,7,.168,1.3,0.5,0.2,323,353,.478,15.2,13.7,28.9,Career Misc
592,Kelvin Cato,HOU,34,0,0,0,0,0,17,27,26,.072,0.5,0.7,0.5,267,274,.494,11.9,16.9,28.8,Career Misc
567,Bonzi Wells,-,34,0,0,0,0,11,0,37,37,.190,1.0,0.6,0.3,357,234,.604,7.4,21.3,28.7,Career Misc
49467,Mike Woodson,-,3,0,1,0,0,7,0,48,0,.164,1.4,0.7,0.3,330,456,.420,14.5,14.1,28.7,Career Misc
729,Billy Owens,GSW,114,1,0,1,0,5,0,34,0,.197,1.3,0.4,0.3,280,320,.467,11.7,17.0,28.7,Career Misc
2514,Scott Skiles,-,116,2,1,0,4,5,0,41,0,.255,2.6,0.3,0.3,232,368,.387,20.6,8.1,28.7,Career Misc
48,Marco Belinelli *,-,3,0,0,0,0,0,0,32,8,.131,1.7,0.6,0.2,437,423,.508,17.6,11.1,28.7,Career Misc
182,Chuck Hayes,-,21,1,0,0,0,2,0,21,6,.077,1.7,1.0,0.2,347,297,.539,11.8,16.9,28.7,Career Misc
42,Rodney Stuckey,-,20,0,1,0,0,2,0,40,18,.219,2.0,0.5,0.4,283,368,.435,16.2,12.4,28.6,Career Misc
66305,John Block,-,0,0,0,0,0,0,0,36,0,.235,0.0,0.0,0.4,260,335,.437,12.2,16.2,28.6,Career Misc
827,Hubert Davis,NYK,0,0,0,0,0,0,0,32,0,.132,1.8,0.5,0.2,356,329,.520,19.6,8.9,28.5,Career Misc
67052,Ray Scott,-,0,0,0,0,0,0,0,39,0,.376,0.0,0.0,0.3,296,388,.433,5.5,22.9,28.5,Career Misc
995,Voshon Lenard,DEN,5,0,0,0,0,1,1,38,2,.181,1.6,0.6,0.2,289,276,.512,17.2,11.2,28.4,Career Misc
41411,Lester Conner,-,27,3,0,0,0,17,0,24,0,.148,2.9,1.2,0.4,259,424,.379,13.5,14.9,28.4,Career Misc
65912,Larry Steele,POR,0,0,0,0,0,0,0,30,0,.349,1.5,0.8,0.3,276,329,.456,15.0,13.4,28.3,Career Misc
24152,Cody Zeller *,CHA,29,0,0,0,0,1,2,28,3,.123,1.3,0.6,0.5,199,220,.475,15.5,12.8,28.3,Career Misc
1684,Patrick Beverley *,-,19,0,0,0,0,7,0,26,60,.168,2.7,0.9,0.2,269,162,.624,16.3,12.0,28.3,Career Misc
8330,Kelly Olynyk *,-,23,0,0,0,0,1,0,32,7,.139,1.3,0.5,0.3,260,240,.520,14.4,13.9,28.2,Career Misc
778,Kosta Koufos,-,28,0,0,0,0,1,4,22,19,.079,0.7,0.6,0.2,359,327,.523,13.2,14.9,28.2,Career Misc
1609,Brandon Jennings,-,55,1,1,0,1,12,0,55,37,.278,2.6,0.6,0.2,252,303,.454,14.5,13.6,28.2,Career Misc
22403,Gorgui Dieng *,-,68,0,0,3,0,1,6,25,11,.111,1.2,0.7,0.3,206,309,.400,15.0,13.1,28.1,Career Misc
51355,Marvin Webster,-,5,0,0,0,0,0,0,26,0,.080,0.8,0.2,0.5,311,268,.537,8.4,19.7,28.1,Career Misc
471,Steve Blake,-,21,2,0,0,0,3,0,25,18,.172,2.8,0.5,0.1,463,407,.532,16.1,12.0,28.1,Career Misc
161,Nate Robinson,-,10,0,3,0,0,5,0,45,51,.188,2.1,0.6,0.2,268,350,.434,18.8,9.3,28.1,Career Misc
65849,Jim Brewer,-,0,0,0,0,0,0,0,25,0,.079,1.1,0.7,0.2,369,331,.527,8.9,19.2,28.0,Career Misc
4604,Fred Roberts,MIL,4,0,0,0,0,2,0,34,0,.084,1.0,0.4,0.4,421,396,.515,15.3,12.4,27.9,Career Misc
14,Ramon Sessions,-,31,1,1,0,1,1,0,44,9,.205,2.4,0.4,0.5,241,450,.349,19.7,8.2,27.9,Career Misc
1683,Joe Ingles *,UTA,14,0,0,0,0,2,0,27,20,.174,2.3,0.6,0.1,269,209,.563,13.3,14.6,27.9,Career Misc
590,Austin Croshere,-,33,0,0,0,0,0,1,34,2,.090,1.0,0.4,0.3,411,248,.624,12.5,15.4,27.8,Career Misc
1117,Fred Hoiberg,CHI,3,0,0,0,0,1,0,28,1,.095,2.9,1.5,0.3,245,296,.453,17.0,10.8,27.8,Career Misc
2180,Al-Farouq Aminu *,-,55,0,0,2,0,3,1,28,14,.105,1.0,0.8,0.3,331,357,.481,7.6,20.2,27.8,Career Misc
1118,Lucious Harris,NJN,4,0,0,0,0,2,0,31,5,.114,1.9,0.9,0.2,338,462,.422,16.8,10.9,27.7,Career Misc
897,Aaron Williams,NJN,20,0,0,0,0,0,5,27,1,.081,0.7,0.4,0.4,332,382,.465,12.1,15.5,27.6,Career Misc
66299,Mel Counts,-,0,0,0,0,0,0,0,31,0,.129,0.0,0.0,0.3,451,334,.575,7.3,20.2,27.6,Career Misc
636,Bob Sura,CLE,34,2,0,0,0,9,0,35,13,.193,2.0,0.5,0.4,311,346,.473,12.6,14.9,27.5,Career Misc
2537,Chandler Parsons,-,23,0,0,0,0,1,0,34,5,.198,1.8,0.6,0.2,236,204,.536,15.9,11.6,27.5,Career Misc
940,Vernon Maxwell,HOU,19,0,3,0,0,12,0,51,0,.207,1.8,0.6,0.2,445,410,.520,7.8,19.6,27.4,Career Misc
50307,Jay Vincent,-,45,0,3,0,0,0,0,42,0,.176,1.0,0.4,0.3,297,279,.516,15.4,12.1,27.4,Career Misc
1231,Matt Geiger,PHI,70,0,0,1,0,1,1,29,0,.119,0.5,0.4,0.3,295,257,.534,13.9,13.5,27.4,Career Misc
306,Jamaal Magloire,-,109,0,0,3,0,0,6,27,40,.090,0.4,0.2,0.6,339,341,.499,6.4,21.0,27.4,Career Misc
4642,Darrell Walker,WAS,63,15,0,0,0,20,0,39,0,.191,2.2,0.7,0.4,318,402,.442,3.5,23.8,27.3,Career Misc
1440,Ken Norman,LAC,98,1,0,2,0,3,2,38,0,.198,1.2,0.4,0.2,255,391,.395,8.4,18.9,27.3,Career Misc
4696,Tom McMillen,-,4,0,0,0,0,0,0,37,0,.081,0.9,0.3,0.3,356,372,.489,13.7,13.2,27.2,Career Misc
66566,Don Ohl,-,0,0,6,0,0,0,0,43,0,.281,0.0,0.0,0.3,318,408,.438,17.2,10.0,27.1,Career Misc
45372,Cliff Robinson,-,142,1,2,7,0,6,0,45,0,.175,0.8,0.4,0.3,254,374,.404,4.6,22.4,27.0,Career Misc
24162,Kentavious Caldwell-Pope *,-,6,0,0,0,0,2,0,38,23,.146,1.6,1.1,0.2,253,286,.469,13.6,13.4,27.0,Career Misc
296,Chris Wilcox,-,57,0,0,2,0,1,0,32,21,.111,0.6,0.5,0.4,246,382,.392,15.9,11.1,27.0,Career Misc
1387,Pooh Richardson,LAC,119,2,0,0,0,7,0,35,0,.296,3.6,0.7,0.1,203,436,.318,17.4,9.5,27.0,Career Misc
598,Scot Pollard,SAC,28,0,0,0,0,2,4,23,2,.058,0.7,1.0,0.4,322,185,.635,11.9,15.0,27.0,Career Misc
1254,Eric Murdock,MIL,45,0,0,0,0,34,0,32,0,.234,2.5,0.8,0.3,201,307,.396,13.8,13.1,26.9,Career Misc
832,Chucky Atkins,-,9,0,0,0,0,1,0,36,5,.197,2.4,0.5,0.2,337,358,.485,17.9,9.1,26.9,Career Misc
56415,Mitch Kupchak,LAL,2,0,0,0,0,0,0,32,0,.074,0.5,0.2,0.4,319,190,.627,15.7,11.1,26.9,Career Misc
65774,Sonny Parker,GSW,0,0,0,0,0,0,0,36,0,.756,1.4,0.9,0.3,212,237,.472,15.1,11.9,26.9,Career Misc
65910,Jim Cleamons,-,0,0,0,0,0,0,0,29,0,.133,2.6,0.5,0.2,318,333,.488,15.2,11.7,26.9,Career Misc
705,Scott Williams,PHI,37,0,0,1,0,0,0,24,8,.070,0.8,0.7,0.3,391,355,.524,11.3,15.5,26.9,Career Misc
464,Kendrick Perkins,-,43,0,0,1,0,0,18,26,105,.087,0.7,0.2,0.4,470,312,.601,1.0,25.9,26.9,Career Misc
4623,Craig Hodges,-,5,0,0,0,0,0,0,29,0,.135,2.2,0.7,0.2,408,287,.587,16.4,10.5,26.8,Career Misc
49478,Steve Johnson,-,57,0,1,0,0,1,1,40,0,.115,0.5,0.2,0.5,300,326,.479,11.9,14.9,26.8,Career Misc
66759,Kevin Loughery,-,0,0,2,0,0,0,0,43,0,.156,0.0,0.0,0.3,333,423,.440,11.2,15.6,26.8,Career Misc
254,Damon Jones,-,9,0,0,0,0,0,0,31,10,.139,3.3,0.5,0.1,349,308,.531,19.5,7.3,26.8,Career Misc
387,Dorell Wright,-,20,0,0,0,0,1,1,34,6,.122,1.8,0.9,0.2,266,283,.485,13.5,13.3,26.8,Career Misc
943,Mark Bryant,POR,11,0,0,0,0,0,0,30,0,.071,0.7,0.5,0.3,462,335,.580,11.9,14.8,26.7,Career Misc
51306,Kenny Carr,POR,83,0,0,3,0,0,0,32,0,.097,0.6,0.3,0.4,334,340,.496,11.5,15.3,26.7,Career Misc
1511,Charles A. Jones,WAS,6,0,0,0,0,1,35,17,0,.035,1.3,0.9,0.4,301,425,.415,5.9,20.9,26.7,Career Misc
50458,Phil Hubbard,-,25,0,0,0,0,1,0,37,0,.110,0.7,0.4,0.5,244,421,.367,13.0,13.7,26.7,Career Misc
1222,Willie Anderson,SAS,17,1,0,0,0,8,0,36,0,.222,1.8,0.5,0.2,309,246,.557,8.5,18.1,26.6,Career Misc
681,Reggie Evans,-,40,0,0,14,0,0,0,22,39,.053,0.5,0.6,0.9,401,408,.496,6.4,20.1,26.6,Career Misc
9346,Dwight Powell *,-,17,0,0,0,0,2,0,26,9,.101,1.5,1.0,0.5,155,216,.418,18.4,8.1,26.6,Career Misc
577,Ricky Davis,-,21,0,4,0,0,6,0,45,37,.235,1.5,0.5,0.3,275,461,.374,13.6,12.9,26.5,Career Misc
4665,Andrew Toney,PHI,13,1,5,0,0,0,0,46,0,.228,1.4,0.3,0.4,316,152,.675,15.9,10.6,26.5,Career Misc
56755,Kevin Grevey,-,0,0,1,0,0,0,0,43,0,.147,1.5,0.5,0.3,377,294,.562,13.2,13.6,26.4,Career Misc
1271,Will Perdue,CHI,47,0,0,1,0,0,6,21,0,.068,0.7,0.3,0.4,491,301,.620,8.2,18.2,26.4,Career Misc
4633,Sam Bowie,POR,122,0,0,5,0,0,22,38,0,.150,1.1,0.3,0.4,225,286,.440,7.9,18.5,26.4,Career Misc
994,Chris Dudley,POR,44,0,0,4,0,0,18,20,1,.052,0.5,0.5,0.4,478,409,.539,-0.7,27.0,26.3,Career Misc
24290,Montrezl Harrell *,-,32,0,0,0,0,1,2,34,29,.161,1.1,0.5,0.4,187,131,.588,19.4,6.9,26.3,Career Misc
264,Ian Mahinmi *,-,15,0,0,0,0,2,0,25,17,.067,0.6,0.6,0.6,354,264,.573,8.6,17.5,26.1,Career Misc
66070,Geoff Petrie,POR,0,0,13,0,0,0,0,51,0,.284,0.0,0.0,0.3,159,287,.357,20.5,5.6,26.1,Career Misc
45,Brandan Wright,-,9,0,0,0,0,0,3,25,1,.089,1.0,1.0,0.3,212,216,.495,18.3,7.7,26.1,Career Misc
328,Anthony Tolliver *,-,20,0,0,1,0,0,0,34,0,.077,1.4,0.6,0.2,307,412,.427,16.0,10.1,26.1,Career Misc
52575,Myles Turner *,IND,56,0,0,0,0,1,22,31,4,.151,0.9,0.5,0.3,193,149,.564,10.4,15.7,26.1,Career Misc
637,Alan Henderson,ATL,52,0,0,1,0,3,0,39,2,.103,0.6,0.5,0.4,324,328,.497,13.7,12.3,26.0,Career Misc
786,Luc Mbah a Moute,-,24,0,0,0,0,6,0,22,7,.089,0.9,0.9,0.3,358,331,.520,6.1,19.8,25.9,Career Misc
1294,Bobby Phills,-,4,1,1,0,0,10,0,43,0,.192,1.8,0.8,0.3,275,192,.589,10.3,15.5,25.8,Career Misc
24340,Bismack Biyombo *,-,56,0,0,2,0,0,19,21,13,.067,0.6,0.3,0.6,247,389,.388,10.0,15.8,25.8,Career Misc
57,Chris Kaman,-,176,0,0,7,0,0,22,29,62,.163,0.6,0.2,0.3,323,412,.439,0.9,24.9,25.8,Career Misc
213,Chris Duhon,-,22,1,0,0,1,0,0,34,4,.182,2.9,0.5,0.2,305,301,.503,12.2,13.6,25.8,Career Misc
51304,Louis Orr,-,8,0,0,0,0,0,0,28,0,.126,1.1,0.6,0.4,247,322,.434,12.1,13.8,25.7,Career Misc
3685,Trevor Booker,-,44,0,0,0,0,0,2,36,28,.107,1.0,0.7,0.3,211,321,.397,12.8,12.9,25.7,Career Misc
